date,user_id,age,mood,anxiety,energy,burnout,journal_entry,sleep,refreshed_after_sleep,steps_taken,water_intake,caffeine_intake,work_hours,outfit_type,music_genre,music_volume,music_time,on_period_today,cycle_phase,symptoms_experienced,major_event_log
2025-03-17,user_038,36,5,10,6,Not at all,,2.4,Kind of,2000–5000,1.5–2.5L,3+ cups,2–5 hrs,Formal (workwear),None,Loud,Morning,No,No clue,None,
2025-03-18,user_038,36,1,5,7,Full-on burnout,,11.2,Yes,<2000,<1L,1 cup,2–5 hrs,Formal (workwear),Rock,Loud,Morning,No,No clue,None,
2025-03-19,user_038,36,6,6,6,Mild tiredness,,0.7,Yes,<2000,1–1.5L,3+ cups,5–8 hrs,Formal (workwear),K-pop / J-pop,Loud,Night,No,No clue,None,
2025-03-20,user_038,36,10,4,9,Not at all,Productive day at work.,6.0,Kind of,<2000,<1L,3+ cups,<2 hrs,Athletic/Activewear,None,Medium,Afternoon,No,No clue,None,
2025-03-21,user_038,36,9,2,5,Not at all,,0.8,Yes,<2000,2.5L+,2 cups,8+ hrs,Athletic/Activewear,None,Medium,Afternoon,No,No clue,None,
2025-03-22,user_038,36,4,9,7,Mild tiredness,,3.3,Kind of,5000–8000,1.5–2.5L,2 cups,8+ hrs,Athletic/Activewear,None,Medium,Morning,No,No clue,None,
2025-03-23,user_038,36,10,6,1,Full-on burnout,Relaxed evening.,9.4,Yes,<2000,<1L,3+ cups,2–5 hrs,Formal (workwear),Happy Vibey pop,Medium,Morning,No,No clue,None,
2025-03-24,user_038,36,6,6,3,Full-on burnout,Productive day at work.,9.4,No,5000–8000,1.5–2.5L,1 cup,2–5 hrs,"Comfy (PJs, oversized)","Happy Vibey pop, Lofi",Low (background),Night,No,No clue,None,
2025-03-25,user_038,36,3,10,9,Drained,,9.9,Yes,2000–5000,<1L,3+ cups,2–5 hrs,Formal (workwear),"Happy Vibey pop, Bollywood",Loud,Afternoon,No,No clue,None,
2025-03-26,user_038,36,4,10,5,Not at all,,0.7,No,8000+,2.5L+,2 cups,5–8 hrs,Formal (workwear),None,Low (background),Morning,No,No clue,None,
2025-03-27,user_038,36,5,1,9,Not at all,,0.1,No,2000–5000,1.5–2.5L,3+ cups,5–8 hrs,"Comfy (PJs, oversized)",Lofi,Loud,Morning,No,No clue,None,
2025-03-28,user_038,36,3,8,5,Full-on burnout,,6.1,No,<2000,2.5L+,2 cups,8+ hrs,"Casual (jeans, tee)","Carnatic, K-pop / J-pop",Medium,Afternoon,No,No clue,None,
2025-03-29,user_038,36,5,5,1,Mild tiredness,,9.5,No,<2000,1–1.5L,3+ cups,2–5 hrs,Formal (workwear),Happy Vibey pop,Loud,Morning,No,No clue,None,
2025-03-30,user_038,36,8,10,10,Drained,,5.0,No,8000+,1–1.5L,3+ cups,<2 hrs,"Comfy (PJs, oversized)","Happy Vibey pop, Rock",Low (background),Morning,No,No clue,None,
2025-03-31,user_038,36,10,3,8,Drained,,8.0,Kind of,5000–8000,1.5–2.5L,3+ cups,5–8 hrs,"Comfy (PJs, oversized)","Western classical, Sad Pop",Medium,Night,No,No clue,None,
2025-04-01,user_038,36,7,8,1,Drained,,11.4,No,5000–8000,1.5–2.5L,3+ cups,2–5 hrs,Athletic/Activewear,None,Low (background),Afternoon,No,No clue,None,
2025-04-02,user_038,36,9,5,2,Mild tiredness,,0.8,Kind of,<2000,1.5–2.5L,2 cups,8+ hrs,"Comfy (PJs, oversized)",K-pop / J-pop,Low (background),Morning,No,No clue,None,
2025-04-03,user_038,36,1,6,1,Mild tiredness,Productive day at work.,2.2,Kind of,<2000,2.5L+,3+ cups,8+ hrs,"Casual (jeans, tee)",Other,Medium,Night,No,No clue,None,
2025-04-04,user_038,36,4,6,9,Not at all,,9.3,Yes,5000–8000,1.5–2.5L,2 cups,5–8 hrs,"Comfy (PJs, oversized)","Bollywood, EDM",Medium,Night,No,No clue,None,
2025-04-05,user_038,36,5,5,7,Drained,Productive day at work.,9.9,Yes,2000–5000,2.5L+,1 cup,2–5 hrs,Athletic/Activewear,"Bollywood, Sad Pop",Loud,Afternoon,No,No clue,None,
2025-04-06,user_038,36,9,6,4,Drained,Feeling well today.,5.3,Yes,2000–5000,2.5L+,2 cups,8+ hrs,Athletic/Activewear,"Sad Pop, Lofi",Medium,Afternoon,No,No clue,None,
2025-04-07,user_038,36,6,3,1,Drained,,11.7,Yes,8000+,2.5L+,3+ cups,8+ hrs,Athletic/Activewear,"Sad Pop, Other",Low (background),Afternoon,No,No clue,None,
2025-04-08,user_038,36,8,9,4,Mild tiredness,Feeling well today.,2.8,Yes,5000–8000,1.5–2.5L,3+ cups,5–8 hrs,"Comfy (PJs, oversized)","Bollywood, Other",Medium,Morning,No,No clue,None,
2025-04-09,user_038,36,9,5,7,Not at all,,7.8,Kind of,8000+,2.5L+,None,8+ hrs,"Comfy (PJs, oversized)","Carnatic, Rock",Low (background),Afternoon,No,No clue,None,
2025-04-10,user_038,36,7,1,5,Not at all,A bit tired.,1.1,No,5000–8000,2.5L+,None,<2 hrs,"Casual (jeans, tee)","Happy Vibey pop, Other",Loud,Night,No,No clue,None,
2025-04-11,user_038,36,8,7,7,Full-on burnout,Productive day at work.,4.0,Kind of,8000+,1.5–2.5L,1 cup,5–8 hrs,Formal (workwear),Lofi,Medium,Morning,No,No clue,None,
2025-04-12,user_038,36,3,8,7,Drained,,6.6,No,8000+,1.5–2.5L,2 cups,5–8 hrs,Athletic/Activewear,Bollywood,Loud,Morning,No,No clue,None,
2025-04-13,user_038,36,2,4,6,Full-on burnout,Feeling well today.,10.3,Yes,2000–5000,1.5–2.5L,2 cups,2–5 hrs,Athletic/Activewear,"Other, Carnatic",Medium,Night,No,No clue,None,
2025-04-14,user_038,36,9,4,1,Full-on burnout,,7.1,Yes,2000–5000,<1L,3+ cups,<2 hrs,"Casual (jeans, tee)",Bollywood,Low (background),Morning,No,No clue,None,Travelled for work
2025-04-15,user_038,36,6,6,4,Not at all,,0.8,No,5000–8000,2.5L+,1 cup,8+ hrs,"Casual (jeans, tee)",None,Medium,Morning,No,No clue,None,
2025-04-16,user_038,36,4,5,4,Not at all,,1.9,No,2000–5000,1.5–2.5L,1 cup,2–5 hrs,"Casual (jeans, tee)","Carnatic, Dance music",Low (background),Afternoon,No,No clue,None,
2025-04-17,user_038,36,9,5,2,Full-on burnout,Feeling well today.,6.0,Kind of,5000–8000,1–1.5L,3+ cups,5–8 hrs,"Comfy (PJs, oversized)","Dance music, EDM",Loud,Morning,No,No clue,None,
2025-04-18,user_038,36,4,1,5,Mild tiredness,,2.8,No,5000–8000,1.5–2.5L,1 cup,<2 hrs,"Casual (jeans, tee)","Sad Pop, K-pop / J-pop",Medium,Afternoon,No,No clue,None,
2025-04-19,user_038,36,5,3,3,Not at all,,9.7,Yes,<2000,<1L,None,5–8 hrs,Athletic/Activewear,None,Low (background),Afternoon,No,No clue,None,
2025-04-20,user_038,36,7,7,7,Drained,,1.5,No,8000+,1–1.5L,2 cups,5–8 hrs,Athletic/Activewear,"Bollywood, Other",Loud,Night,No,No clue,None,
2025-04-21,user_038,36,10,5,3,Not at all,,2.8,No,5000–8000,<1L,None,<2 hrs,Formal (workwear),Western classical,Low (background),Morning,No,No clue,None,
2025-04-22,user_038,36,10,10,10,Not at all,Relaxed evening.,7.2,No,5000–8000,1–1.5L,3+ cups,5–8 hrs,"Casual (jeans, tee)","Carnatic, EDM",Medium,Morning,No,No clue,None,
2025-04-23,user_038,36,4,6,10,Not at all,A bit tired.,9.1,No,2000–5000,<1L,1 cup,8+ hrs,Athletic/Activewear,None,Loud,Afternoon,No,No clue,None,
2025-04-24,user_038,36,6,7,2,Mild tiredness,,5.2,Yes,8000+,2.5L+,3+ cups,5–8 hrs,Formal (workwear),None,Low (background),Night,No,No clue,None,
2025-04-25,user_038,36,2,9,5,Full-on burnout,,12.0,Kind of,5000–8000,2.5L+,2 cups,<2 hrs,"Comfy (PJs, oversized)","Lofi, Other",Loud,Morning,No,No clue,None,
2025-04-26,user_038,36,10,7,8,Not at all,,8.6,Kind of,8000+,<1L,2 cups,8+ hrs,Formal (workwear),Sad Pop,Medium,Morning,No,No clue,None,Travelled for work
2025-04-27,user_038,36,8,1,10,Full-on burnout,,10.9,No,<2000,<1L,None,<2 hrs,"Comfy (PJs, oversized)",Dance music,Medium,Morning,No,No clue,None,
2025-04-28,user_038,36,7,10,7,Full-on burnout,,2.7,Yes,5000–8000,1.5–2.5L,None,8+ hrs,"Comfy (PJs, oversized)",None,Low (background),Afternoon,No,No clue,None,
2025-04-29,user_038,36,6,2,10,Full-on burnout,,5.8,No,<2000,2.5L+,1 cup,8+ hrs,"Casual (jeans, tee)","K-pop / J-pop, Happy Vibey pop",Medium,Morning,No,No clue,None,
2025-04-30,user_038,36,4,5,6,Full-on burnout,Relaxed evening.,2.0,Kind of,<2000,<1L,1 cup,8+ hrs,"Casual (jeans, tee)","Happy Vibey pop, Bollywood",Medium,Morning,No,No clue,None,
2025-05-01,user_038,36,8,4,8,Not at all,,11.6,Yes,8000+,1–1.5L,None,5–8 hrs,"Casual (jeans, tee)",None,Low (background),Night,No,No clue,None,
2025-05-02,user_038,36,5,8,10,Drained,,9.4,No,2000–5000,1–1.5L,None,<2 hrs,Formal (workwear),None,Loud,Afternoon,No,No clue,None,
2025-05-03,user_038,36,1,1,10,Mild tiredness,,7.2,Yes,8000+,1.5–2.5L,2 cups,2–5 hrs,Athletic/Activewear,None,Loud,Afternoon,No,No clue,None,Travelled for work
2025-05-04,user_038,36,2,6,8,Not at all,Feeling well today.,4.2,Yes,<2000,1.5–2.5L,3+ cups,5–8 hrs,Athletic/Activewear,None,Low (background),Afternoon,No,No clue,None,
2025-05-05,user_038,36,8,4,2,Full-on burnout,Productive day at work.,0.1,No,5000–8000,1.5–2.5L,1 cup,<2 hrs,Formal (workwear),Sad Pop,Medium,Morning,No,No clue,None,
2025-05-06,user_038,36,2,2,2,Mild tiredness,A bit tired.,7.1,No,<2000,<1L,3+ cups,<2 hrs,"Comfy (PJs, oversized)",None,Low (background),Afternoon,No,No clue,None,
2025-05-07,user_038,36,7,9,3,Mild tiredness,Productive day at work.,5.7,Kind of,<2000,1–1.5L,3+ cups,2–5 hrs,Formal (workwear),"Carnatic, Happy Vibey pop",Loud,Afternoon,No,No clue,None,
2025-05-08,user_038,36,1,2,10,Not at all,,6.1,Kind of,2000–5000,1.5–2.5L,None,5–8 hrs,"Casual (jeans, tee)",None,Medium,Morning,No,No clue,None,
2025-05-09,user_038,36,3,8,6,Not at all,,8.3,No,2000–5000,1–1.5L,2 cups,5–8 hrs,Formal (workwear),Other,Loud,Afternoon,No,No clue,None,Attended a social event
2025-05-10,user_038,36,1,3,8,Mild tiredness,,1.4,No,2000–5000,2.5L+,1 cup,<2 hrs,"Comfy (PJs, oversized)",None,Low (background),Afternoon,No,No clue,None,Started new hobby
2025-05-11,user_038,36,4,1,6,Mild tiredness,,7.7,Kind of,2000–5000,1.5–2.5L,1 cup,8+ hrs,"Comfy (PJs, oversized)",None,Medium,Night,No,No clue,None,
2025-05-12,user_038,36,4,4,2,Full-on burnout,,3.3,Kind of,<2000,<1L,2 cups,5–8 hrs,"Comfy (PJs, oversized)",Carnatic,Low (background),Afternoon,No,No clue,None,
2025-05-13,user_038,36,8,5,1,Full-on burnout,,11.8,Yes,5000–8000,1–1.5L,1 cup,<2 hrs,Athletic/Activewear,"Dance music, K-pop / J-pop",Low (background),Afternoon,No,No clue,None,
2025-05-14,user_038,36,5,9,9,Full-on burnout,,4.4,Kind of,<2000,<1L,1 cup,8+ hrs,"Casual (jeans, tee)",Western classical,Loud,Afternoon,No,No clue,None,
2025-05-15,user_038,36,7,8,2,Not at all,,6.2,Yes,<2000,2.5L+,2 cups,8+ hrs,Formal (workwear),"EDM, Happy Vibey pop",Low (background),Morning,No,No clue,None,
2025-05-16,user_038,36,5,8,2,Drained,,4.5,Kind of,5000–8000,1.5–2.5L,1 cup,5–8 hrs,"Comfy (PJs, oversized)",None,Loud,Night,No,No clue,None,Started new hobby
2025-05-17,user_038,36,3,2,10,Not at all,,8.0,Yes,5000–8000,<1L,None,8+ hrs,Athletic/Activewear,Lofi,Low (background),Night,No,No clue,None,
2025-05-18,user_038,36,5,4,10,Not at all,,4.2,Kind of,<2000,<1L,3+ cups,5–8 hrs,"Casual (jeans, tee)",None,Low (background),Afternoon,No,No clue,None,
2025-05-19,user_038,36,7,10,2,Mild tiredness,,10.1,Kind of,2000–5000,<1L,1 cup,5–8 hrs,"Comfy (PJs, oversized)",None,Low (background),Afternoon,No,No clue,None,
2025-05-20,user_038,36,4,5,3,Drained,,4.7,Yes,2000–5000,2.5L+,None,8+ hrs,"Comfy (PJs, oversized)","Lofi, Rock",Low (background),Morning,No,No clue,None,
2025-05-21,user_038,36,5,8,1,Not at all,A bit tired.,1.9,Yes,8000+,1–1.5L,2 cups,<2 hrs,"Casual (jeans, tee)",EDM,Low (background),Morning,No,No clue,None,
2025-05-22,user_038,36,8,9,8,Drained,,11.8,No,<2000,<1L,3+ cups,<2 hrs,"Casual (jeans, tee)","Western classical, Sad Pop",Medium,Night,No,No clue,None,
2025-05-23,user_038,36,5,2,1,Drained,,7.1,Kind of,<2000,1–1.5L,None,5–8 hrs,"Comfy (PJs, oversized)",Bollywood,Loud,Morning,No,No clue,None,
2025-05-24,user_038,36,7,2,7,Mild tiredness,,11.8,No,2000–5000,2.5L+,2 cups,<2 hrs,"Comfy (PJs, oversized)","Happy Vibey pop, EDM",Loud,Afternoon,Yes,Menstrual,Low energy,
2025-05-25,user_038,36,5,1,7,Not at all,,2.1,No,8000+,<1L,1 cup,<2 hrs,"Comfy (PJs, oversized)","Carnatic, Rock",Medium,Night,Yes,Menstrual,None,
2025-05-26,user_038,36,10,10,3,Not at all,,1.3,Kind of,8000+,<1L,None,<2 hrs,Athletic/Activewear,Carnatic,Low (background),Morning,Yes,Menstrual,Low energy,
2025-05-27,user_038,36,3,6,2,Mild tiredness,Feeling well today.,7.8,Yes,2000–5000,2.5L+,1 cup,8+ hrs,"Comfy (PJs, oversized)",Dance music,Loud,Night,Yes,No clue,None,
2025-05-28,user_038,36,4,9,5,Not at all,Feeling well today.,0.8,No,8000+,1–1.5L,3+ cups,2–5 hrs,Athletic/Activewear,Lofi,Loud,Morning,Yes,Menstrual,None,
2025-05-29,user_038,36,10,9,6,Drained,,11.9,Kind of,5000–8000,1–1.5L,1 cup,<2 hrs,"Comfy (PJs, oversized)","Happy Vibey pop, Other",Loud,Morning,Yes,Follicular,None,
2025-05-30,user_038,36,10,9,8,Full-on burnout,,1.4,No,5000–8000,1.5–2.5L,2 cups,<2 hrs,"Comfy (PJs, oversized)",None,Loud,Morning,Yes,Follicular,None,
2025-05-31,user_038,36,4,5,4,Not at all,,8.5,Kind of,5000–8000,2.5L+,3+ cups,2–5 hrs,"Casual (jeans, tee)","Other, K-pop / J-pop",Medium,Afternoon,No,Follicular,None,
2025-06-01,user_038,36,4,5,10,Drained,,11.1,Kind of,<2000,<1L,1 cup,<2 hrs,Athletic/Activewear,"Lofi, Western classical",Medium,Night,Not sure,Follicular,None,
2025-06-02,user_038,36,2,2,8,Full-on burnout,,4.7,No,8000+,<1L,3+ cups,5–8 hrs,Athletic/Activewear,Carnatic,Medium,Afternoon,No,Follicular,None,
2025-06-03,user_038,36,5,1,9,Drained,Relaxed evening.,1.5,No,5000–8000,1.5–2.5L,2 cups,5–8 hrs,Athletic/Activewear,Rock,Loud,Morning,No,Follicular,None,
2025-06-04,user_038,36,8,10,5,Not at all,,4.3,Kind of,5000–8000,1.5–2.5L,None,<2 hrs,Athletic/Activewear,None,Medium,Night,No,Follicular,None,
2025-06-05,user_038,36,3,3,2,Drained,,0.5,Yes,8000+,2.5L+,2 cups,5–8 hrs,Athletic/Activewear,None,Medium,Afternoon,No,Follicular,None,Felt sick
2025-06-06,user_038,36,9,4,7,Full-on burnout,,5.6,Yes,<2000,1.5–2.5L,None,<2 hrs,Athletic/Activewear,None,Low (background),Night,No,Follicular,None,
2025-06-07,user_038,36,6,4,5,Full-on burnout,Relaxed evening.,9.2,No,5000–8000,2.5L+,3+ cups,2–5 hrs,Athletic/Activewear,Carnatic,Medium,Night,No,Ovulation,None,
2025-06-08,user_038,36,8,9,9,Drained,,3.0,Kind of,8000+,<1L,3+ cups,5–8 hrs,"Casual (jeans, tee)",None,Medium,Night,No,Ovulation,None,
2025-06-09,user_038,36,2,1,1,Mild tiredness,Relaxed evening.,7.5,Kind of,8000+,1.5–2.5L,2 cups,5–8 hrs,"Comfy (PJs, oversized)",EDM,Loud,Afternoon,No,Luteal,Low energy,
2025-06-10,user_038,36,8,1,3,Drained,,10.6,Yes,8000+,1.5–2.5L,1 cup,<2 hrs,Formal (workwear),"Bollywood, Rock",Low (background),Night,No,Luteal,None,
2025-06-11,user_038,36,1,8,2,Full-on burnout,,3.9,No,2000–5000,1–1.5L,1 cup,<2 hrs,"Comfy (PJs, oversized)",Carnatic,Medium,Morning,No,Luteal,None,
2025-06-12,user_038,36,1,10,10,Mild tiredness,,8.5,Kind of,<2000,<1L,None,8+ hrs,"Casual (jeans, tee)",Dance music,Medium,Night,No,Luteal,None,Felt sick
2025-06-13,user_038,36,2,4,1,Mild tiredness,,3.3,No,2000–5000,1–1.5L,2 cups,8+ hrs,Athletic/Activewear,None,Low (background),Night,No,Luteal,Food craving,
2025-03-16,user_039,55,5,3,1,Drained,Productive day at work.,0.2,No,2000–5000,1–1.5L,1 cup,<2 hrs,"Casual (jeans, tee)",None,Medium,Afternoon,No,No clue,None,
2025-03-17,user_039,55,7,8,1,Drained,,7.3,Kind of,2000–5000,<1L,1 cup,<2 hrs,Athletic/Activewear,"Rock, Lofi",Medium,Afternoon,No,No clue,None,
2025-03-18,user_039,55,4,1,10,Drained,,0.0,No,5000–8000,1–1.5L,2 cups,8+ hrs,"Casual (jeans, tee)",None,Low (background),Night,No,No clue,None,
2025-03-19,user_039,55,10,2,7,Not at all,,9.6,Kind of,5000–8000,1–1.5L,3+ cups,2–5 hrs,"Comfy (PJs, oversized)","Dance music, Other",Medium,Morning,No,No clue,None,
2025-03-20,user_039,55,6,1,3,Mild tiredness,,6.9,Yes,5000–8000,1.5–2.5L,None,5–8 hrs,Formal (workwear),Dance music,Loud,Morning,No,No clue,None,
2025-03-21,user_039,55,10,7,5,Drained,A bit tired.,9.5,Yes,<2000,1–1.5L,2 cups,5–8 hrs,Formal (workwear),"Lofi, Carnatic",Medium,Afternoon,No,No clue,None,
2025-03-22,user_039,55,7,4,3,Not at all,Productive day at work.,1.4,No,2000–5000,1.5–2.5L,None,2–5 hrs,"Comfy (PJs, oversized)",None,Low (background),Afternoon,No,No clue,None,
2025-03-23,user_039,55,2,1,1,Mild tiredness,,2.6,Yes,5000–8000,2.5L+,3+ cups,5–8 hrs,"Casual (jeans, tee)",None,Loud,Afternoon,No,No clue,None,Attended a social event
2025-03-24,user_039,55,1,3,9,Mild tiredness,,9.6,Yes,<2000,1–1.5L,None,<2 hrs,"Casual (jeans, tee)",None,Low (background),Night,No,No clue,None,
2025-03-25,user_039,55,9,8,3,Drained,Productive day at work.,10.7,Yes,5000–8000,2.5L+,None,2–5 hrs,"Casual (jeans, tee)",None,Low (background),Afternoon,No,No clue,None,
2025-03-26,user_039,55,10,9,3,Not at all,,8.3,Kind of,<2000,<1L,1 cup,5–8 hrs,"Casual (jeans, tee)","Western classical, Rock",Loud,Morning,No,No clue,None,
2025-03-27,user_039,55,3,2,2,Drained,,2.1,No,<2000,1.5–2.5L,3+ cups,2–5 hrs,"Casual (jeans, tee)","Bollywood, Rock",Low (background),Morning,No,No clue,None,
2025-03-28,user_039,55,1,5,3,Not at all,,0.9,Yes,2000–5000,<1L,None,5–8 hrs,Formal (workwear),K-pop / J-pop,Medium,Afternoon,No,No clue,None,
2025-03-29,user_039,55,5,8,8,Not at all,Feeling well today.,10.7,No,2000–5000,2.5L+,None,2–5 hrs,Athletic/Activewear,"Dance music, Rock",Medium,Afternoon,No,No clue,None,
2025-03-30,user_039,55,1,9,2,Mild tiredness,Relaxed evening.,11.7,Kind of,8000+,1–1.5L,3+ cups,5–8 hrs,"Comfy (PJs, oversized)","Rock, Bollywood",Loud,Afternoon,No,No clue,None,
2025-03-31,user_039,55,8,6,8,Drained,Productive day at work.,0.4,No,<2000,1.5–2.5L,None,8+ hrs,"Comfy (PJs, oversized)",Bollywood,Medium,Afternoon,No,No clue,None,
2025-04-01,user_039,55,3,6,1,Not at all,,7.9,Yes,2000–5000,2.5L+,3+ cups,8+ hrs,"Comfy (PJs, oversized)","EDM, Rock",Loud,Morning,No,No clue,None,
2025-04-02,user_039,55,6,7,9,Full-on burnout,,2.2,Yes,<2000,1–1.5L,1 cup,8+ hrs,"Comfy (PJs, oversized)",None,Low (background),Morning,No,No clue,None,
2025-04-03,user_039,55,7,5,4,Not at all,,6.9,Yes,5000–8000,2.5L+,1 cup,2–5 hrs,"Casual (jeans, tee)",None,Loud,Night,No,No clue,None,
2025-04-04,user_039,55,4,10,6,Full-on burnout,,3.2,Yes,5000–8000,1–1.5L,2 cups,<2 hrs,"Comfy (PJs, oversized)",None,Medium,Night,No,No clue,None,
2025-04-05,user_039,55,4,10,10,Full-on burnout,,6.7,Yes,<2000,1.5–2.5L,2 cups,<2 hrs,Formal (workwear),Lofi,Loud,Afternoon,No,No clue,None,
2025-04-06,user_039,55,7,10,6,Drained,,4.1,No,5000–8000,<1L,2 cups,8+ hrs,"Comfy (PJs, oversized)","Bollywood, Western classical",Loud,Morning,No,No clue,None,
2025-04-07,user_039,55,8,10,4,Drained,,10.5,No,5000–8000,2.5L+,3+ cups,<2 hrs,"Comfy (PJs, oversized)","Rock, EDM",Low (background),Afternoon,No,No clue,None,
2025-04-08,user_039,55,8,3,10,Full-on burnout,,0.5,Kind of,5000–8000,2.5L+,2 cups,<2 hrs,Athletic/Activewear,"K-pop / J-pop, Carnatic",Low (background),Afternoon,No,No clue,None,
2025-04-09,user_039,55,2,5,2,Mild tiredness,,8.6,Kind of,8000+,1.5–2.5L,None,<2 hrs,Athletic/Activewear,None,Low (background),Afternoon,No,No clue,None,
2025-04-10,user_039,55,9,3,8,Full-on burnout,,8.0,Yes,5000–8000,2.5L+,3+ cups,2–5 hrs,Formal (workwear),None,Low (background),Night,No,No clue,None,
2025-04-11,user_039,55,10,8,2,Not at all,,11.2,Yes,8000+,1–1.5L,2 cups,2–5 hrs,"Comfy (PJs, oversized)","Carnatic, Happy Vibey pop",Medium,Morning,No,No clue,None,
2025-04-12,user_039,55,9,10,10,Drained,Productive day at work.,6.2,No,8000+,2.5L+,3+ cups,2–5 hrs,Formal (workwear),"Sad Pop, Happy Vibey pop",Low (background),Morning,No,No clue,None,
2025-04-13,user_039,55,8,5,2,Not at all,A bit tired.,1.7,No,5000–8000,<1L,None,2–5 hrs,"Casual (jeans, tee)",None,Medium,Night,No,No clue,None,
2025-04-14,user_039,55,6,5,2,Not at all,,0.5,No,8000+,<1L,None,5–8 hrs,"Casual (jeans, tee)","Lofi, Bollywood",Loud,Night,No,No clue,None,
2025-04-15,user_039,55,5,9,1,Not at all,,11.3,Yes,2000–5000,1–1.5L,3+ cups,2–5 hrs,"Casual (jeans, tee)",None,Medium,Afternoon,No,No clue,None,
2025-04-16,user_039,55,5,5,3,Drained,Feeling well today.,10.7,Kind of,<2000,1.5–2.5L,1 cup,5–8 hrs,"Casual (jeans, tee)",None,Loud,Afternoon,No,No clue,None,
2025-04-17,user_039,55,10,4,1,Full-on burnout,,9.3,Yes,<2000,1.5–2.5L,None,<2 hrs,"Casual (jeans, tee)",Carnatic,Loud,Morning,No,No clue,None,
2025-04-18,user_039,55,5,4,9,Not at all,,2.3,No,5000–8000,2.5L+,1 cup,2–5 hrs,"Casual (jeans, tee)","Carnatic, Other",Medium,Night,No,No clue,None,
2025-04-19,user_039,55,1,9,4,Mild tiredness,,7.5,No,5000–8000,2.5L+,1 cup,<2 hrs,Formal (workwear),None,Low (background),Morning,No,No clue,None,
2025-04-20,user_039,55,1,5,5,Mild tiredness,,5.9,No,<2000,1.5–2.5L,2 cups,2–5 hrs,Athletic/Activewear,None,Medium,Night,No,No clue,None,
2025-04-21,user_039,55,2,1,8,Full-on burnout,,10.8,Kind of,2000–5000,1–1.5L,None,<2 hrs,"Comfy (PJs, oversized)",None,Medium,Afternoon,No,No clue,None,
2025-04-22,user_039,55,10,5,6,Full-on burnout,Feeling well today.,9.0,Yes,8000+,2.5L+,1 cup,5–8 hrs,Formal (workwear),K-pop / J-pop,Medium,Afternoon,No,No clue,None,Travelled for work
2025-04-23,user_039,55,3,3,10,Full-on burnout,,11.9,Yes,8000+,1.5–2.5L,2 cups,<2 hrs,"Casual (jeans, tee)",None,Low (background),Night,No,No clue,None,
2025-04-24,user_039,55,3,1,2,Drained,,3.9,Kind of,2000–5000,<1L,2 cups,8+ hrs,"Casual (jeans, tee)",Lofi,Low (background),Night,No,No clue,None,
2025-04-25,user_039,55,1,8,5,Mild tiredness,,9.8,No,2000–5000,<1L,None,8+ hrs,"Casual (jeans, tee)",K-pop / J-pop,Low (background),Morning,No,No clue,None,None
2025-04-26,user_039,55,3,7,1,Not at all,A bit tired.,10.9,Yes,5000–8000,1–1.5L,3+ cups,2–5 hrs,Athletic/Activewear,Carnatic,Low (background),Afternoon,No,No clue,None,
2025-04-27,user_039,55,1,10,10,Mild tiredness,,7.6,No,<2000,1–1.5L,None,<2 hrs,Athletic/Activewear,None,Medium,Morning,No,No clue,None,
2025-04-28,user_039,55,7,6,5,Not at all,,8.3,Kind of,<2000,1.5–2.5L,3+ cups,5–8 hrs,Formal (workwear),None,Low (background),Morning,No,No clue,None,
2025-04-29,user_039,55,7,4,6,Full-on burnout,Productive day at work.,8.9,Kind of,5000–8000,2.5L+,None,8+ hrs,"Comfy (PJs, oversized)","Happy Vibey pop, Lofi",Loud,Night,No,No clue,None,
2025-04-30,user_039,55,3,4,7,Full-on burnout,,8.2,Kind of,5000–8000,<1L,1 cup,8+ hrs,"Comfy (PJs, oversized)","Lofi, Western classical",Loud,Morning,No,No clue,None,
2025-05-01,user_039,55,2,8,8,Mild tiredness,A bit tired.,7.7,No,8000+,2.5L+,3+ cups,<2 hrs,"Casual (jeans, tee)",None,Loud,Morning,No,No clue,None,Started new hobby
2025-05-02,user_039,55,3,3,9,Full-on burnout,,4.5,Yes,<2000,<1L,3+ cups,5–8 hrs,"Comfy (PJs, oversized)",Lofi,Loud,Afternoon,No,No clue,None,
2025-05-03,user_039,55,10,9,6,Drained,,7.9,No,<2000,2.5L+,2 cups,2–5 hrs,"Casual (jeans, tee)","Sad Pop, Carnatic",Loud,Night,No,No clue,None,
2025-05-04,user_039,55,7,8,10,Full-on burnout,,11.0,Kind of,8000+,<1L,3+ cups,5–8 hrs,"Comfy (PJs, oversized)","Rock, Sad Pop",Loud,Afternoon,No,No clue,None,
2025-05-05,user_039,55,6,7,8,Not at all,,0.1,No,2000–5000,<1L,2 cups,<2 hrs,"Casual (jeans, tee)",Bollywood,Loud,Morning,No,No clue,None,
